UF,MUNICIPIO_NORM,LEITOS_SUS,POPULAÇÃO ESTIMADA,LEITOS_TOTAL_PER_THOUSAND
MS,cassilandia,44,21565.0,2.0403431486204497
PB,cubati,16,7842.0,2.04029584289722
AM,urucara,40,19617.0,2.0390477646938883
MA,presidente vargas,22,10791.0,2.0387359836901124
PB,itabaiana,48,23558.0,2.0375244078444688
GO,mara rosa,22,10806.0,2.0359059781602813
MA,bacabal,219,107755.0,2.0323882882464854
PB,princesa isabel,44,21674.0,2.0300821260496447
GO,goias,49,24172.0,2.0271388383253353
MG,ipatinga,477,235311.0,2.027104555248161
MA,sao francisco do maranhao,25,12360.0,2.0226537216828477
MG,montes claros,885,437601.0,2.0223902596200647
MG,turmalina,42,20769.0,2.0222446916076846
PA,picarra,27,13366.0,2.020050875355379
MG,passa quatro,32,15847.0,2.0193096485139144
MG,morada nova de minas,19,9414.0,2.0182706607180796
SC,campo alegre,26,12886.0,2.017693620984014
RS,sao pedro do sul,32,15863.0,2.0172728991993947
SP,tapiratiba,24,11903.0,2.0162984121650007
RS,arroio grande,36,17879.0,2.0135354326304604
MG,salinas,84,41736.0,2.012650948821162
SP,guaracai,15,7453.0,2.012612370857373
BA,jacaraci,30,14910.0,2.012072434607646
MG,sao joao del rei,190,94468.0,2.011263073209976
SP,cafelandia,34,16907.0,2.0110013603832733
SP,presidente venceslau,72,35810.0,2.010611561016476
SC,ararangua,154,76611.0,2.0101551996449594
SP,ipaussu,28,13935.0,2.009329027628274
PR,apucarana,271,134910.0,2.0087465717885995
PI,simplicio mendes,29,14437.0,2.0087275749809517
PI,francinopolis,9,4481.0,2.008480249944209
GO,agua fria de goias,10,4979.0,2.008435428800964
PE,betania,24,11961.0,2.00652119388011
BA,marcionilio souza,19,9475.0,2.005277044854881
MG,santo antonio do monte,57,28456.0,2.003092493674445
TO,formoso do araguaia,39,19473.0,2.0027730704051763
SC,ituporanga,57,28461.0,2.0027405923895856
CE,quixelo,34,16998.0,2.000235321802565
SP,itajobi,35,17502.0,1.9997714546908927
TO,porto nacional,139,69551.0,1.9985334502738996
MS,vicentina,13,6505.0,1.9984627209838584
RS,encantado,47,23520.0,1.998299319727891
BA,belmonte,41,20527.0,1.9973693184586154
CE,nova russas,64,32053.0,1.996692977256419
GO,cacu,28,14034.0,1.9951546244833975
PR,boa vista da aparecida,16,8023.0,1.994266483858906
BA,ibitiara,30,15049.0,1.9934879393979665
RJ,natividade,31,15551.0,1.9934409362741945
ES,mimoso do sul,50,25088.0,1.992984693877551
BA,itambe,50,25088.0,1.992984693877551
MG,paraisopolis,42,21076.0,1.9927880053141012
PI,arraial,9,4517.0,1.9924728802302414
CE,moraujo,17,8537.0,1.991331849595877
PR,palmas,100,50238.0,1.9905251005215177
MG,mirabela,28,14071.0,1.9899083220808758
PE,vitoria de santo antao,287,144243.0,1.989697940281331
PI,bom jesus,61,30658.0,1.9896927392523975
GO,aragarcas,37,18601.0,1.9891403687973768
BA,lauro de freitas,436,219564.0,1.9857535843763092
SP,pirangi,22,11085.0,1.9846639603067207
RS,torres,86,43344.0,1.984126984126984
BA,conceicao do almeida,32,16134.0,1.9833891161522252
MG,careacu,14,7062.0,1.9824412347776836
PR,ubirata,51,25732.0,1.9819679776154202
BA,feira de santana,1309,660806.0,1.9809142168805975
BA,baianopolis,28,14138.0,1.9804781440090538
SP,rio das pedras,64,32329.0,1.9796467567818368
PI,avelino lopes,22,11118.0,1.9787731606404029
PB,itaporanga,49,24766.0,1.978518937252685
PE,escada,123,62174.0,1.9783189114420816
BA,mundo novo,34,17197.0,1.9770890271558992
MT,rondonopolis,521,263708.0,1.9756700593080225
PA,santa maria do para,51,25815.0,1.9755955839628123
AM,apui,43,21781.0,1.9741976952389697
RS,horizontina,38,19252.0,1.973820901724496
BA,iraquara,49,24833.0,1.9731808480650745
BA,ponto novo,37,18763.0,1.9719661035015723
BA,potiragua,21,10651.0,1.97164585484931
MA,tasso fragoso,18,9130.0,1.9715224534501645
PE,palmeirina,14,7104.0,1.9707207207207205
PR,maringa,846,429660.0,1.9689987431922915
SC,itapiranga,34,17268.0,1.9689599258744497
PA,santa cruz do arari,15,7626.0,1.966955153422502
MA,pio xii,44,22374.0,1.9665683382497543
MA,itinga do maranhao,45,22896.0,1.9654088050314464
PR,cidade gaucha,23,11705.0,1.9649722340879965
BA,tanque novo,35,17812.0,1.9649674376824613
GO,itapaci,43,21891.0,1.9642775569868898
SC,sao joaquim,53,26982.0,1.9642724779482617
MG,patos de minas,332,169173.0,1.9624881038936473
BA,itaju do colonia,12,6118.0,1.9614253023864008
PR,nova fatima,14,7140.0,1.9607843137254901
GO,parauna,21,10727.0,1.957676890090426
SC,taio,37,18909.0,1.9567401766354646
RS,lagoa vermelha,56,28622.0,1.956536929634547
AM,codajas,48,24572.0,1.9534429431873677
MG,alvinopolis,30,15358.0,1.9533793462690454
CE,chaval,25,12811.0,1.9514479743970026
PR,jaguariaiva,71,36384.0,1.9514072119613017
TO,gurupi,176,90209.0,1.9510248423106342
PI,pio ix,35,17948.0,1.9500780031201248
RS,salvador do sul,14,7184.0,1.9487750556792873
MS,costa rica,56,28740.0,1.9485038274182322
BA,dom basilio,24,12329.0,1.9466298969908344
PI,cristino castro,21,10801.0,1.9442644199611148
GO,aparecida de goiania,1080,556021.0,1.9423726801685548
MG,abaete,45,23173.0,1.9419151598843483
RS,sao borja,119,61311.0,1.9409241408556377
MA,penalva,65,33496.0,1.940530212562694
RS,garibaldi,69,35563.0,1.9402187666957231
MT,marcelandia,22,11355.0,1.937472479084104
MG,sao goncalo do rio preto,6,3099.0,1.936108422071636
SP,assis,203,104858.0,1.935951477235881
PA,soure,49,25315.0,1.935611297649615
MT,claudia,18,9301.0,1.9352757767981936
BA,laje,42,21705.0,1.9350380096751902
AC,manoel urbano,25,12923.0,1.9345353246150274
GO,mineiros,145,74999.0,1.9333591114548194
PI,castelo do piaui,38,19669.0,1.9319741725557984
MA,sao raimundo das mangabeiras,37,19158.0,1.9313080697358807
PB,nova floresta,19,9840.0,1.9308943089430894
PB,cuite,39,20208.0,1.9299287410926365
RN,joao dias,4,2073.0,1.929570670525808
PE,jurema,27,14002.0,1.9282959577203256
RJ,rio bonito,114,59126.0,1.928085782904306
AP,laranjal do jari,73,37872.0,1.927545416138572
MG,frei inocencio,16,8301.0,1.9274786170340923
GO,cezarina,16,8301.0,1.9274786170340923
PI,sao joao da serra,12,6232.0,1.925545571245186
PR,ipora,31,16102.0,1.9252266799155384
PE,quixaba,13,6753.0,1.9250703391085442
BA,aracas,23,11953.0,1.9242031289216097
CE,independencia,47,24463.0,1.9212688550055186
GO,palmeiras de goias,66,34375.0,1.9200000000000002
SP,cacapava,192,100071.0,1.9186377671852985
MA,buriti bravo,44,22938.0,1.9182143168541286
PB,bonito de santa fe,20,10433.0,1.9169941531678327
MA,arame,50,26089.0,1.9165165395377362
GO,nazario,16,8349.0,1.9163971733141694
MG,belo oriente,47,24546.0,1.914772264320052
PI,itainopolis,21,10969.0,1.9144862795149968
MA,senador alexandre costa,20,10447.0,1.914425193835551
MG,centralina,20,10447.0,1.914425193835551
PA,ipixuna do para,56,29264.0,1.9136139967195187
SP,taguai,25,13068.0,1.9130700948882766
MG,coracao de jesus,50,26138.0,1.9129237126023415
PI,luzilandia,50,26143.0,1.91255785487511
RJ,nova friburgo,389,203417.0,1.912327878200937
MG,pouso alegre,310,162133.0,1.9120105098900286
MG,itapecerica,41,21456.0,1.9108873974645786
MG,luz,35,18336.0,1.9088132635253054
MG,lajinha,41,21502.0,1.9067993675006976
CE,milha,28,14713.0,1.903078909807653
SP,teodoro sampaio,43,22598.0,1.9028232586954597
PI,santo inacio do piaui,7,3682.0,1.9011406844106464
BA,barrocas,30,15780.0,1.9011406844106464
GO,silvania,44,23150.0,1.900647948164147
MA,alto alegre do pindare,50,26321.0,1.8996238744728544
MA,amapa do maranhao,14,7380.0,1.897018970189702
MT,varzea grande,605,318922.0,1.8970155712054984
PR,jardim alegre,23,12138.0,1.8948755972977427
MG,uberaba,676,356781.0,1.8947197300304668
BA,itaguacu da bahia,24,12669.0,1.894387875917594
AM,jurua,21,11093.0,1.8930857297394752
BA,ouricangas,15,7925.0,1.8927444794952681
SP,dois corregos,47,24847.0,1.8915764478609087
SP,presidente bernardes,28,14803.0,1.8915084780112141
MG,abadia dos dourados,12,6345.0,1.8912529550827422
PE,arcoverde,156,82487.0,1.8912070993004957
MT,nova xavantina,49,25915.0,1.8907968358093767
PE,limoeiro,112,59236.0,1.8907421162806402
BA,canavieiras,65,34392.0,1.8899744126541056
PR,santa helena,50,26461.0,1.8895733343411059
SC,agrolandia,22,11646.0,1.8890606216726773
CE,guaramiranga,11,5826.0,1.8880878819086853
MG,campo belo,102,54027.0,1.8879449164306736
PR,florestopolis,22,11653.0,1.887925856002746
BA,lapao,51,27014.0,1.8879099726067965
MA,carutapera,47,24906.0,1.887095479001044
BA,feira da mata,11,5831.0,1.886468873263591
RS,tres de maio,48,25466.0,1.8848660959710988
MG,santa margarida,32,16989.0,1.8835717228795104
RS,tres coroas,46,24428.0,1.8830849844440807
PA,medicilandia,54,28677.0,1.883042159221676
PE,cha grande,40,21258.0,1.881644557343118
PR,guaraquecaba,14,7446.0,1.8802041364491002
MG,arinos,33,17586.0,1.8764926646195839
CE,general sampaio,13,6929.0,1.876172607879925
PB,mamanguape,88,46966.0,1.8736958650938977
RS,veranopolis,46,24554.0,1.8734218457277838
PI,santa cruz do piaui,11,5872.0,1.8732970027247955
SP,santos,804,429547.0,1.871739297445914
BA,riacho de santana,60,32060.0,1.8714909544603868
MS,dourados,494,264017.0,1.8710916342508246
TO,ananas,20,10700.0,1.8691588785046729
MA,carolina,46,24619.0,1.8684755676510012
PI,valenca do piaui,43,23025.0,1.8675352877307274
MG,lamim,6,3213.0,1.8674136321195145
CE,redencao,53,28382.0,1.8673807342681983
GO,aruana,16,8570.0,1.866977829638273
BA,igapora,30,16069.0,1.8669487833717096
AM,parintins,190,101855.0,1.8653968877325608
DF,brasilia,5590,2996899.0,1.865261391858718
RJ,cordeiro,40,21448.0,1.864975755315181
CE,milagres,50,26819.0,1.8643499011894553
TO,lagoa da confusao,31,16629.0,1.8642131216549402
BA,macajuba,20,10740.0,1.86219739292365
SC,laguna,82,44060.0,1.861098502042669
RJ,itaocara,44,23645.0,1.8608585324592937
BA,piripa,17,9143.0,1.859345947719567
PA,igarape-miri,129,69446.0,1.8575583906920483
ES,ecoporanga,42,22611.0,1.857502985272655
RN,marcelino vieira,15,8083.0,1.8557466287269577
CE,oros,37,19943.0,1.8552875695732838
RS,ibiruba,41,22106.0,1.8547000814258574
PA,inhangapi,20,10784.0,1.8545994065281899
PE,agua preta,50,26981.0,1.8531559245394909
MA,loreto,22,11884.0,1.8512285425782564
RS,cacapava do sul,62,33501.0,1.8506910241485328
AM,manaquiri,30,16211.0,1.8505952748133985
PE,dormentes,33,17850.0,1.8487394957983194
CE,tarrafas,14,7574.0,1.8484288354898337
MG,itabira,218,118053.0,1.846628209363591
PR,iretama,20,10832.0,1.846381093057607
SP,santa fe do sul,67,36288.0,1.8463403880070546
MT,confresa,71,38460.0,1.846073842953718
MA,governador edison lobao,35,18963.0,1.8456995201181248
RS,santo antonio da patrulha,82,44431.0,1.8455582813801175
PE,moreilandia,20,10839.0,1.8451886705415628
SP,tupi paulista,30,16259.0,1.8451319269327757
GO,sao francisco de goias,12,6507.0,1.8441678192715536
CE,campos sales,48,26049.0,1.8426811010019577
MA,anapurus,26,14113.0,1.8422730815560122
CE,catunda,20,10864.0,1.840942562592047
MG,carmo de minas,26,14125.0,1.84070796460177
MA,morros,35,19015.0,1.8406521167499343
PR,corbelia,33,17933.0,1.8401829030279373
SP,bebedouro,144,78257.0,1.840090982276346
BA,barra da estiva,51,27743.0,1.8383015535450384
MA,cajapio,19,10336.0,1.838235294117647
PR,sao jeronimo da serra,20,10884.0,1.8375597206909224
CE,caninde,142,77376.0,1.8351943755169562
PI,corrente,52,28381.0,1.8322116909199817
RS,santo angelo,145,79146.0,1.832057210724484
RO,parecis,8,4372.0,1.8298261665141813
GO,niquelandia,62,33890.0,1.829448214812629
BA,cafarnaum,33,18057.0,1.8275461040039873
PE,salgadinho,10,5478.0,1.8254837531945967
BA,filadelfia,34,18637.0,1.8243279497773246
SC,alfredo wagner,20,10963.0,1.8243181610872936
PR,jaguapita,29,15908.0,1.8229821473472467
SP,ituverava,70,38413.0,1.8222997422747507
MG,pocos de caldas,314,172339.0,1.8219903794265953
AL,piranhas,42,23053.0,1.8218886912766235
SP,general salgado,19,10437.0,1.8204464884545366
PR,paranavai,175,96209.0,1.8189566464675861
GO,posse,66,36291.0,1.8186327188559146
MG,manhuacu,177,97328.0,1.8185927996054578
PI,sao jose do peixe,6,3300.0,1.8181818181818181
CE,caririacu,50,27532.0,1.8160685747493825
RJ,silva jardim,40,22028.0,1.8158707100054476
PE,riacho das almas,39,21490.0,1.814797580269893
PI,oeiras,72,39687.0,1.814196084360118
BA,amargosa,70,38585.0,1.814176493456006
RN,apodi,68,37486.0,1.8140105639438724
MA,sao joao dos patos,47,25910.0,1.8139714395986104
PB,sousa,127,70066.0,1.8125767133845232
PE,santa terezinha,19,10487.0,1.811766949556594
RS,igrejinha,63,34776.0,1.8115942028985508
BA,nova fatima,15,8283.0,1.8109380659181455
SP,apiai,45,24857.0,1.8103552319266203
RS,taquari,47,25963.0,1.8102684589608289
PI,eliseu martins,8,4421.0,1.8095453517303777
SP,arealva,15,8290.0,1.8094089264173703
PR,faxinal,30,16596.0,1.8076644974692697
MS,eldorado,21,11622.0,1.8069179143004646
MA,miranda do norte,44,24373.0,1.8052763303655683
BA,ibotirama,50,27723.0,1.8035566136421022
GO,carmo do rio verde,18,9988.0,1.802162595114137
SP,batatais,108,59939.0,1.8018318623934335
MG,governador valadares,480,266561.0,1.8007135327373471
RS,nao-me-toque,33,18335.0,1.7998363785110445
PR,sao joao do triunfo,25,13899.0,1.7986905532772142
MT,juina,87,48396.0,1.7976692288618894
MG,nova era,32,17813.0,1.7964408016617077
TO,colinas do tocantins,65,36209.0,1.7951338065121931
AL,major isidoro,32,17828.0,1.7949293246578417
BA,ribeira do pombal,101,56316.0,1.793451239434619
RS,dois irmaos,57,31804.0,1.7922273927807824
BA,matina,19,10611.0,1.790594665912732
MG,vicosa,142,79517.0,1.785781656752644
RS,ivoti,42,23566.0,1.7822286344733937
ES,linhares,327,183797.0,1.7791367650179275
RS,rosario do sul,67,37674.0,1.7784148218930826
BA,iacu,45,25315.0,1.7776022121271975
MG,conceicao da aparecida,19,10705.0,1.7748715553479684
AC,xapuri,34,19170.0,1.773604590505999
AM,anori,32,18056.0,1.7722640673460346
RS,encruzilhada do sul,43,24275.0,1.7713697219361484
GO,sao miguel do araguaia,39,22040.0,1.7695099818511797
CE,poranga,22,12441.0,1.7683465959328026
BA,sao gabriel,34,19229.0,1.768162670965729
MT,alto taquari,21,11877.0,1.7681232634503663
MA,itaipava do grajau,25,14142.0,1.7677839060953189
ES,baixo guandu,58,32829.0,1.7667306344999847
GO,mambai,15,8493.0,1.7661603673613564
MG,alem paraiba,55,31159.0,1.7651400879360697
AL,anadia,25,14167.0,1.7646643608385684
RS,nova prata,47,26637.0,1.7644629650486165
PR,antonina,32,18140.0,1.7640573318632857
PA,curionopolis,37,20975.0,1.7640047675804529
RN,macau,50,28350.0,1.763668430335097
RS,teutonia,60,34023.0,1.7635129177321223
AL,penedo,106,60185.0,1.7612361884190413
SC,itajai,519,294850.0,1.7602170595217908
GO,caldas novas,188,106820.0,1.7599700430630967
MG,raul soares,42,23874.0,1.7592359889419453
BA,nazare,50,28427.0,1.758891194990678
MS,campo grande,1693,962883.0,1.7582613879360214
MG,pratapolis,15,8534.0,1.7576751816264355
GO,sao luis de montes belos,62,35288.0,1.7569712083427793
PE,pesqueira,115,65481.0,1.7562346329469618
ES,afonso claudio,57,32456.0,1.7562238106975598
PE,itapetim,25,14236.0,1.7561112672098904
PA,altamira,243,138749.0,1.7513639737944058
CE,pacoti,20,11421.0,1.7511601435951318
SP,aparecida,58,33141.0,1.7500980658398961
AC,cruzeiro do sul,173,98916.0,1.748958712442881
RO,sao miguel do guapore,39,22305.0,1.7484868863483525
PR,campina da lagoa,28,16014.0,1.7484700886724116
MG,capinopolis,26,14872.0,1.7482517482517483
PE,tabira,51,29180.0,1.7477724468814255
TO,sitio novo do tocantins,20,11446.0,1.7473353136466887
MG,nepomuceno,45,25757.0,1.7470978763054705
SP,regente feijo,36,20620.0,1.7458777885548011
GO,chapadao do ceu,25,14321.0,1.745688150268836
PI,alagoinha do piaui,12,6876.0,1.7452006980802792
MG,inhapim,40,22925.0,1.7448200654307524
GO,vicentinopolis,16,9175.0,1.7438692098092643
PE,brejinho,14,8033.0,1.7428109050168057
MA,sao mateus do maranhao,70,40177.0,1.7422903651342807
MA,chapadinha,147,84395.0,1.7418093488950765
AL,uniao dos palmares,106,60860.0,1.7417022674991784
SC,campos novos,68,39049.0,1.7414018284719197
MG,sao joao do paraiso,43,24706.0,1.7404679025337975
PE,garanhuns,264,151803.0,1.7390960652951521
ES,santa leopoldina,24,13813.0,1.7374936653876782
AL,teotonio vilela,68,39143.0,1.737219937153514
CE,varzea alegre,71,40878.0,1.7368755809971135
CE,jardim,50,28801.0,1.7360508315683483
RS,santa cruz do sul,240,138270.0,1.7357344326318074
BA,elisio medrado,14,8069.0,1.7350353203618787
CE,cruz,56,32288.0,1.734390485629336
CE,itapipoca,241,138978.0,1.7340874095180532
CE,porteiras,31,17877.0,1.7340717122559715
BA,america dourada,27,15572.0,1.7338813254559464
PR,ibaiti,51,29464.0,1.7309258756448547
RN,jardim de piranhas,25,14446.0,1.7305828603073514
GO,sao joao d'alianca,26,15026.0,1.7303340875815254
PB,sao joao do rio do peixe,32,18500.0,1.7297297297297296
RS,portao,61,35273.0,1.7293680718963513
CE,ibaretama,21,12149.0,1.7285373281751586
RS,cachoeira do sul,142,82222.0,1.727031694680256
AM,uarini,27,15640.0,1.7263427109974425
PB,alagoa grande,46,26655.0,1.7257550178202963
MG,mirai,24,13921.0,1.7240140794483154
AM,envira,31,17985.0,1.7236586043925493
BA,wenceslau guimaraes,44,25535.0,1.7231251223810458
TO,tocantinopolis,40,23225.0,1.7222820236813778
RJ,pirai,50,29066.0,1.7202229408931395
AC,jordao,17,9884.0,1.7199514366653177
MG,visconde do rio branco,70,40711.0,1.719437007197072
PA,uruara,79,45962.0,1.7188111918541404
SP,maracai,22,12804.0,1.7182130584192439
PR,mandirituba,50,29104.0,1.7179769103903242
CE,ipu,74,43084.0,1.7175749698263856
AP,santana,204,118803.0,1.717128355344562
SP,santa cruz do rio pardo,82,47759.0,1.7169538725685212
SP,barueri,573,333737.0,1.7169208089004215
BA,itarantim,30,17485.0,1.7157563625965113
CE,carire,31,18074.0,1.7151709638154256
PI,santa rosa do piaui,8,4666.0,1.7145306472353192
RJ,pinheiral,43,25096.0,1.713420465412815
BA,itapicuru,57,33284.0,1.7125345511356809
PR,curitiba,3134,1830795.0,1.711824644485046
RS,redentora,17,9931.0,1.7118114993454838
MS,inocencia,15,8764.0,1.7115472387037882
GO,mozarlandia,26,15199.0,1.7106388578195935
MA,sao luis gonzaga do maranhao,31,18123.0,1.7105335761187441
PB,junco do serido,12,7019.0,1.7096452486109133
MT,campos de julio,17,9946.0,1.7092298411421676
BA,brejolandia,16,9363.0,1.7088539997863932
MT,ribeirao cascalheira,18,10541.0,1.7076178730670715
MG,itabirinha,18,10548.0,1.7064846416382253
MA,goncalves dias,30,17580.0,1.7064846416382253
PB,juru,16,9380.0,1.7057569296375266
PE,serrita,32,18764.0,1.7053933063312725
MG,guape,24,14076.0,1.7050298380221653
MG,sao romao,18,10562.0,1.7042226850975193
CE,jaguaretama,30,17604.0,1.7041581458759374
SP,martinopolis,43,25240.0,1.7036450079239303
MG,itajuba,165,96855.0,1.7035775127768313
PR,japura,16,9393.0,1.7033961460662195
MG,bueno brandao,19,11168.0,1.7012893982808024
MA,sao benedito do rio preto,32,18810.0,1.7012227538543327
MG,tiros,14,8231.0,1.700886891021747
RS,mostardas,21,12347.0,1.7008180124726655
MG,guanhaes,57,33517.0,1.7006295312826327
BA,boninal,24,14125.0,1.6991150442477876
PE,brejao,16,9417.0,1.6990549007114792
PA,xinguara,98,57768.0,1.6964409361584267
SP,viradouro,30,17685.0,1.6963528413910094
PR,perola,21,12389.0,1.6950520623133425
BA,brumado,126,74368.0,1.694277108433735
BA,retirolandia,24,14174.0,1.693241145759842
AM,novo airao,28,16562.0,1.6906170752324599
MG,espera feliz,42,24844.0,1.6905490259217517
BA,conceicao do coite,121,71601.0,1.6899205318361474
SP,aracatuba,352,208415.0,1.688937936328959
PE,sao vicente ferrer,29,17177.0,1.688304127612505
SP,presidente epitacio,68,40322.0,1.686424284509697
MG,varginha,242,143676.0,1.6843453325538016
ES,conceicao do castelo,21,12472.0,1.6837716484926235
MG,estiva,20,11880.0,1.6835016835016834
MA,paulo ramos,35,20798.0,1.6828541205885181
MG,ladainha,24,14263.0,1.6826754539718152
MG,campos gerais,45,26749.0,1.682305880593667
PB,guarabira,101,60057.0,1.681735684433122
GO,nova america,4,2380.0,1.680672268907563
PI,canto do buriti,33,19639.0,1.6803299557003921
MT,santa terezinha,13,7737.0,1.6802378182758175
SP,avare,162,96450.0,1.6796267496111976
MT,comodoro,31,18469.0,1.6784882776544479
BA,cipo,30,17875.0,1.6783216783216783
PA,belterra,32,19075.0,1.6775884665792922
PR,entre rios do oeste,8,4770.0,1.6771488469601676
PI,francisco santos,14,8349.0,1.6768475266498981
RN,jose da penha,10,5966.0,1.6761649346295675
AM,boca do acre,65,38792.0,1.675603217158177
MA,campestre do maranhao,21,12536.0,1.6751754945756223
PA,placas,31,18510.0,1.6747703943814154
PR,ponta grossa,629,375632.0,1.6745112237509052
MG,urucuia,31,18515.0,1.674318120442884
BA,itagi,24,14347.0,1.6728235868125743
PA,trairao,26,15550.0,1.672025723472669
PR,ampere,34,20337.0,1.6718296700594975
PE,floresta,53,31702.0,1.6718188126932054
PR,arapoti,44,26325.0,1.671415004748338
CE,groairas,19,11369.0,1.6712111883191134
PI,regeneracao,29,17400.0,1.6666666666666667
GO,goianesia,130,78009.0,1.666474381161148
SP,cerqueira cesar,37,22210.0,1.6659162539396668
MG,serrania,13,7811.0,1.664319549353476
PE,sao joaquim do monte,34,20438.0,1.663567863783149
MG,rio piracicaba,25,15036.0,1.6626762436818303
PE,cedro,18,10843.0,1.6600571797473025
MG,capetinga,11,6627.0,1.6598762637694282
RS,santa vitoria do palmar,53,31965.0,1.6580635069607383
PR,medianeira,96,57910.0,1.657744776377137
GO,morrinhos,90,54326.0,1.6566653167912233
AP,oiapoque,51,30786.0,1.6565971545507698
MG,brazopolis,24,14491.0,1.65620040024843
BA,itabela,49,29588.0,1.656076787886981
BA,olindina,38,22956.0,1.6553406516814777
RN,frutuoso gomes,7,4230.0,1.6548463356973995
MA,acailandia,183,110611.0,1.6544466644366294
MT,colider,53,32054.0,1.6534597866100955
BA,pindai,25,15125.0,1.6528925619834711
CE,juazeiro do norte,505,305531.0,1.652860102575516
RN,doutor severiano,12,7262.0,1.6524373450839989
MA,bela vista do maranhao,20,12104.0,1.6523463317911435
GO,iaciara,17,10289.0,1.6522499757022062
SP,taquaritinga,88,53264.0,1.6521477921297687
MG,presidente bernardes,8,4847.0,1.6505054672993604
SP,osvaldo cruz,53,32112.0,1.6504733432984553
CE,solonopole,31,18785.0,1.6502528613255256
MG,campanha,27,16372.0,1.6491570974835086
GO,rio verde,398,241494.0,1.6480740722336786
SP,morro agudo,47,28521.0,1.6479085586059394
AM,barcelos,30,18210.0,1.6474464579901154
MG,alto rio doce,18,10931.0,1.6466928917756838
BA,morro do chapeu,58,35235.0,1.646090534979424
PA,sao geraldo do araguaia,41,24929.0,1.6446708652573307
GO,cavalcante,16,9730.0,1.644398766700925
MA,parnarama,53,32232.0,1.6443286175229586
SP,charqueada,26,15814.0,1.6441128114329076
RS,guapore,43,26168.0,1.6432283705288901
SP,aguas de lindoia,30,18257.0,1.6432053458947253
RS,erechim,180,109609.0,1.6422009141585088
PE,correntes,29,17670.0,1.6411997736276174
MG,boa esperanca,68,41443.0,1.6408078565740896
MG,aimores,43,26212.0,1.6404700137341677
PA,juruti,89,54255.0,1.640401806285135
PA,ruropolis,61,37198.0,1.6398731114576053
BA,licinio de almeida,20,12202.0,1.6390755613833796
AL,vicosa,40,24414.0,1.6384041943147374
PR,cafelandia,33,20145.0,1.6381236038719287
ES,anchieta,54,33017.0,1.6355210951933854
RN,caraubas,33,20182.0,1.635120404320682
CE,coreau,35,21417.0,1.6342158098706634
PE,petrolandia,59,36104.0,1.6341679592288945
RJ,areal,20,12239.0,1.6341204346760356
RS,charqueadas,59,36110.0,1.633896427582387
RN,alto do rodrigues,21,12874.0,1.6311946558956036
BA,capela do alto alegre,18,11035.0,1.6311735387403716
MG,perdoes,36,22075.0,1.6308040770101926
RN,sao joao do sabugi,10,6136.0,1.6297262059973925
AL,cajueiro,27,16572.0,1.6292541636495295
MA,luis domingues,12,7366.0,1.629106706489275
AM,tonantins,33,20257.0,1.6290664955324086
CE,aracati,129,79205.0,1.6286850577615049
MG,sao roque de minas,12,7370.0,1.6282225237449117
SC,santo amaro da imperatriz,49,30099.0,1.6279610618292968
AL,mata grande,36,22126.0,1.627045105305975
MS,rio negro,8,4921.0,1.625685836212152
SP,sao joaquim da barra,81,49885.0,1.623734589555979
MG,eugenopolis,18,11096.0,1.6222062004325881
BA,utinga,27,16645.0,1.622108741363773
CE,tamboril,41,25287.0,1.621386483173172
RS,morro redondo,10,6168.0,1.6212710765239948
AM,sao sebastiao do uatuma,20,12338.0,1.6210082671421626
PA,bom jesus do tocantins,31,19129.0,1.620576088661195
PR,palotina,60,37039.0,1.6199141445503389
MA,lagoa grande do maranhao,19,11731.0,1.61964026937175
PI,sao miguel do tapuio,29,17911.0,1.6191167439003964
SP,piraju,49,30294.0,1.6174820096388722
MG,carmopolis de minas,30,18561.0,1.6162922256343948
ES,montanha,32,19830.0,1.6137165910237015
BA,sao domingos,14,8690.0,1.611047180667434
BA,cocos,32,19865.0,1.6108733954190788
SP,sao jose do rio pardo,86,53427.0,1.6096730117730735
BA,nova vicosa,67,41629.0,1.609454947272334
MG,sao pedro da uniao,8,4973.0,1.6086869093102756
BA,capim grosso,57,35437.0,1.6084883031859356
RS,gramado,67,41705.0,1.6065219997602207
AM,carauari,50,31130.0,1.6061676839061998
GO,jussara,32,19926.0,1.6059419853457795
BA,serrinha,136,84690.0,1.6058566536781202
MG,santa juliana,27,16820.0,1.6052318668252081
RN,lagoa nova,26,16203.0,1.6046411158427452
MA,fernando falcao,18,11219.0,1.6044210713967377
MS,taquarussu,6,3740.0,1.6042780748663101
AM,guajara,23,14344.0,1.6034578918014502
BA,barra,86,53642.0,1.603221356399836
RN,pedra preta,4,2495.0,1.6032064128256514
MA,esperantinopolis,30,18734.0,1.6013664994128325
PB,lagoa de dentro,13,8123.0,1.6003939431244614
MG,conquista,11,6878.0,1.59930212271009
TO,xambioa,17,10636.0,1.5983452425723956
MA,cidelandia,21,13141.0,1.5980518986378511
MG,itanhomi,18,11264.0,1.5980113636363638
BA,gentio do ouro,18,11276.0,1.5963107484923733
PB,sao bento,54,33845.0,1.5955089378046978
RS,camaqua,102,63961.0,1.5947217835868732
RJ,sumidouro,25,15693.0,1.5930669725355253
RS,caxias do sul,764,479599.0,1.5929974833141853
PI,campo maior,75,47119.0,1.5917145949616927
RS,campo bom,103,64719.0,1.5914955422673402
CE,ico,103,64745.0,1.5908564367904858
MA,barao de grajau,31,19493.0,1.590314471861694
